,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
102,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2021,630086215336.295,Aggregates,Aggregates,Aggregates,,
103,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2020,461088543403.609,Aggregates,Aggregates,Aggregates,,
104,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2019,550406936018.073,Aggregates,Aggregates,Aggregates,,
105,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2018,536511933418.855,Aggregates,Aggregates,Aggregates,,
106,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2017,472094612095.226,Aggregates,Aggregates,Aggregates,,
107,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2016,410237534002.261,Aggregates,Aggregates,Aggregates,,
108,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2024,1980452836018.76,Aggregates,Aggregates,Aggregates,,
109,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2023,1929326739840.5,Aggregates,Aggregates,Aggregates,,
110,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2022,2046496478610.88,Aggregates,Aggregates,Aggregates,,
111,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2021,1774519965596.79,Aggregates,Aggregates,Aggregates,,
112,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2020,1316250543321.72,Aggregates,Aggregates,Aggregates,,
113,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2019,1524862822277.85,Aggregates,Aggregates,Aggregates,,
114,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2018,1532326785813.74,Aggregates,Aggregates,Aggregates,,
115,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2017,1312021650271.96,Aggregates,Aggregates,Aggregates,,
116,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2016,1114110261828.83,Aggregates,Aggregates,Aggregates,,
117,EU,European Union,Exports of goods and services (current US$),2024,9847560015740.36,Aggregates,Aggregates,Aggregates,,
118,EU,European Union,Exports of goods and services (current US$),2023,9663565278241.1,Aggregates,Aggregates,Aggregates,,
119,EU,European Union,Exports of goods and services (current US$),2022,9395172702224.47,Aggregates,Aggregates,Aggregates,,
120,EU,European Union,Exports of goods and services (current US$),2021,8685958384592.31,Aggregates,Aggregates,Aggregates,,
121,EU,European Union,Exports of goods and services (current US$),2020,7092088473908.44,Aggregates,Aggregates,Aggregates,,
122,EU,European Union,Exports of goods and services (current US$),2019,7668995264944.56,Aggregates,Aggregates,Aggregates,,
123,EU,European Union,Exports of goods and services (current US$),2018,7761202853750.13,Aggregates,Aggregates,Aggregates,,
124,EU,European Union,Exports of goods and services (current US$),2017,7055071947101.94,Aggregates,Aggregates,Aggregates,,
125,EU,European Union,Exports of goods and services (current US$),2016,6406939888904.29,Aggregates,Aggregates,Aggregates,,
126,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2024,,Aggregates,Aggregates,Aggregates,,
127,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2023,,Aggregates,Aggregates,Aggregates,,
128,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2022,,Aggregates,Aggregates,Aggregates,,
129,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2021,,Aggregates,Aggregates,Aggregates,,
130,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2020,,Aggregates,Aggregates,Aggregates,,
131,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2019,,Aggregates,Aggregates,Aggregates,,
132,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2018,,Aggregates,Aggregates,Aggregates,,
133,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2017,,Aggregates,Aggregates,Aggregates,,
134,F1,Fragile and conflict affected situations,Exports of goods and services (current US$),2016,,Aggregates,Aggregates,Aggregates,,
135,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2024,273151367389.792,Aggregates,Aggregates,Aggregates,,
136,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2023,245195031733.593,Aggregates,Aggregates,Aggregates,,
137,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2022,244782367747.777,Aggregates,Aggregates,Aggregates,,
138,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2021,210772214623.587,Aggregates,Aggregates,Aggregates,,
139,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2020,167402128847.23,Aggregates,Aggregates,Aggregates,,
140,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2019,185315968615.683,Aggregates,Aggregates,Aggregates,,
141,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2018,183430074257.642,Aggregates,Aggregates,Aggregates,,
142,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2017,165714280406.72,Aggregates,Aggregates,Aggregates,,
143,XE,Heavily indebted poor countries (HIPC),Exports of goods and services (current US$),2016,142067734491.982,Aggregates,Aggregates,Aggregates,,
144,XD,High income,Exports of goods and services (current US$),2024,22586869804003.5,Aggregates,Aggregates,Aggregates,,
145,XD,High income,Exports of goods and services (current US$),2023,21984708012188.0,Aggregates,Aggregates,Aggregates,,
146,XD,High income,Exports of goods and services (current US$),2022,22069884940712.5,Aggregates,Aggregates,Aggregates,,
147,XD,High income,Exports of goods and services (current US$),2021,19694237215923.7,Aggregates,Aggregates,Aggregates,,
148,XD,High income,Exports of goods and services (current US$),2020,15969855511077.4,Aggregates,Aggregates,Aggregates,,
149,XD,High income,Exports of goods and services (current US$),2019,17786738301351.9,Aggregates,Aggregates,Aggregates,,
150,XD,High income,Exports of goods and services (current US$),2018,18114514652358.3,Aggregates,Aggregates,Aggregates,,
151,XD,High income,Exports of goods and services (current US$),2017,16567455792672.3,Aggregates,Aggregates,Aggregates,,
152,XD,High income,Exports of goods and services (current US$),2016,15140378423275.0,Aggregates,Aggregates,Aggregates,,
153,XF,IBRD only,Exports of goods and services (current US$),2024,10476328433920.6,Aggregates,Aggregates,Aggregates,,
154,XF,IBRD only,Exports of goods and services (current US$),2023,9943766596059.65,Aggregates,Aggregates,Aggregates,,
155,XF,IBRD only,Exports of goods and services (current US$),2022,10405293741285.8,Aggregates,Aggregates,Aggregates,,
156,XF,IBRD only,Exports of goods and services (current US$),2021,9239650655303.17,Aggregates,Aggregates,Aggregates,,
157,XF,IBRD only,Exports of goods and services (current US$),2020,7062820678832.33,Aggregates,Aggregates,Aggregates,,
158,XF,IBRD only,Exports of goods and services (current US$),2019,7641509442733.53,Aggregates,Aggregates,Aggregates,,
159,XF,IBRD only,Exports of goods and services (current US$),2018,7758591833100.9,Aggregates,Aggregates,Aggregates,,
160,XF,IBRD only,Exports of goods and services (current US$),2017,6965224382704.61,Aggregates,Aggregates,Aggregates,,
161,XF,IBRD only,Exports of goods and services (current US$),2016,6163530699000.08,Aggregates,Aggregates,Aggregates,,
162,ZT,IDA & IBRD total,Exports of goods and services (current US$),2024,11116724840022.2,Aggregates,Aggregates,Aggregates,,
163,ZT,IDA & IBRD total,Exports of goods and services (current US$),2023,10542654529417.5,Aggregates,Aggregates,Aggregates,,
164,ZT,IDA & IBRD total,Exports of goods and services (current US$),2022,11011203247406.8,Aggregates,Aggregates,Aggregates,,
165,ZT,IDA & IBRD total,Exports of goods and services (current US$),2021,9756440007317.46,Aggregates,Aggregates,Aggregates,,
166,ZT,IDA & IBRD total,Exports of goods and services (current US$),2020,7479721657675.77,Aggregates,Aggregates,Aggregates,,
167,ZT,IDA & IBRD total,Exports of goods and services (current US$),2019,8111367512243.58,Aggregates,Aggregates,Aggregates,,
168,ZT,IDA & IBRD total,Exports of goods and services (current US$),2018,8218769504624.33,Aggregates,Aggregates,Aggregates,,
169,ZT,IDA & IBRD total,Exports of goods and services (current US$),2017,7388834817358.98,Aggregates,Aggregates,Aggregates,,
170,ZT,IDA & IBRD total,Exports of goods and services (current US$),2016,6532796863344.37,Aggregates,Aggregates,Aggregates,,
171,XH,IDA blend,Exports of goods and services (current US$),2024,,Aggregates,Aggregates,Aggregates,,
172,XH,IDA blend,Exports of goods and services (current US$),2023,,Aggregates,Aggregates,Aggregates,,
173,XH,IDA blend,Exports of goods and services (current US$),2022,,Aggregates,Aggregates,Aggregates,,
174,XH,IDA blend,Exports of goods and services (current US$),2021,,Aggregates,Aggregates,Aggregates,,
175,XH,IDA blend,Exports of goods and services (current US$),2020,,Aggregates,Aggregates,Aggregates,,
176,XH,IDA blend,Exports of goods and services (current US$),2019,,Aggregates,Aggregates,Aggregates,,
177,XH,IDA blend,Exports of goods and services (current US$),2018,,Aggregates,Aggregates,Aggregates,,
178,XH,IDA blend,Exports of goods and services (current US$),2017,,Aggregates,Aggregates,Aggregates,,
179,XH,IDA blend,Exports of goods and services (current US$),2016,,Aggregates,Aggregates,Aggregates,,
180,XI,IDA only,Exports of goods and services (current US$),2024,397313416737.945,Aggregates,Aggregates,Aggregates,,
181,XI,IDA only,Exports of goods and services (current US$),2023,373093644451.397,Aggregates,Aggregates,Aggregates,,
182,XI,IDA only,Exports of goods and services (current US$),2022,370680506305.138,Aggregates,Aggregates,Aggregates,,
183,XI,IDA only,Exports of goods and services (current US$),2021,315700704596.133,Aggregates,Aggregates,Aggregates,,
184,XI,IDA only,Exports of goods and services (current US$),2020,257213642933.401,Aggregates,Aggregates,Aggregates,,
185,XI,IDA only,Exports of goods and services (current US$),2019,289991154306.859,Aggregates,Aggregates,Aggregates,,
186,XI,IDA only,Exports of goods and services (current US$),2018,278125446174.349,Aggregates,Aggregates,Aggregates,,
187,XI,IDA only,Exports of goods and services (current US$),2017,256434568318.437,Aggregates,Aggregates,Aggregates,,
188,XI,IDA only,Exports of goods and services (current US$),2016,225121082298.123,Aggregates,Aggregates,Aggregates,,
189,XG,IDA total,Exports of goods and services (current US$),2024,676101218692.68,Aggregates,Aggregates,Aggregates,,
190,XG,IDA total,Exports of goods and services (current US$),2023,629207602817.375,Aggregates,Aggregates,Aggregates,,
191,XG,IDA total,Exports of goods and services (current US$),2022,630056468425.31,Aggregates,Aggregates,Aggregates,,
192,XG,IDA total,Exports of goods and services (current US$),2021,530607466166.344,Aggregates,Aggregates,Aggregates,,
193,XG,IDA total,Exports of goods and services (current US$),2020,435030367816.392,Aggregates,Aggregates,Aggregates,,
194,XG,IDA total,Exports of goods and services (current US$),2019,496138739887.068,Aggregates,Aggregates,Aggregates,,
195,XG,IDA total,Exports of goods and services (current US$),2018,480858251575.964,Aggregates,Aggregates,Aggregates,,
196,XG,IDA total,Exports of goods and services (current US$),2017,445906421590.129,Aggregates,Aggregates,Aggregates,,
197,XG,IDA total,Exports of goods and services (current US$),2016,387009048160.404,Aggregates,Aggregates,Aggregates,,
198,V3,Late-demographic dividend,Exports of goods and services (current US$),2024,9104592656802.39,Aggregates,Aggregates,Aggregates,,
199,V3,Late-demographic dividend,Exports of goods and services (current US$),2023,8531598759065.44,Aggregates,Aggregates,Aggregates,,
200,V3,Late-demographic dividend,Exports of goods and services (current US$),2022,8883300300550.56,Aggregates,Aggregates,Aggregates,,
201,V3,Late-demographic dividend,Exports of goods and services (current US$),2021,7979252635390.62,Aggregates,Aggregates,Aggregates,,
202,V3,Late-demographic dividend,Exports of goods and services (current US$),2020,6241022197947.67,Aggregates,Aggregates,Aggregates,,
203,V3,Late-demographic dividend,Exports of goods and services (current US$),2019,6491297999827.67,Aggregates,Aggregates,Aggregates,,
204,V3,Late-demographic dividend,Exports of goods and services (current US$),2018,6537426899023.49,Aggregates,Aggregates,Aggregates,,
205,V3,Late-demographic dividend,Exports of goods and services (current US$),2017,5879661975393.55,Aggregates,Aggregates,Aggregates,,
206,V3,Late-demographic dividend,Exports of goods and services (current US$),2016,5235338922688.36,Aggregates,Aggregates,Aggregates,,
207,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2024,1883496906073.71,Aggregates,Aggregates,Aggregates,,
208,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2023,1797517045661.99,Aggregates,Aggregates,Aggregates,,
209,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2022,1786263790726.46,Aggregates,Aggregates,Aggregates,,
210,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2021,1517503735059.55,Aggregates,Aggregates,Aggregates,,
211,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2020,1201204755805.2,Aggregates,Aggregates,Aggregates,,
212,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2019,1376272028245.18,Aggregates,Aggregates,Aggregates,,
213,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2018,1382914882204.54,Aggregates,Aggregates,Aggregates,,
214,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2017,1293067296683.58,Aggregates,Aggregates,Aggregates,,
215,ZJ,Latin America & Caribbean,Exports of goods and services (current US$),2016,1175320730569.64,Aggregates,Aggregates,Aggregates,,
216,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2024,1493886675714.11,Aggregates,Aggregates,Aggregates,,
217,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2023,1429132531389.16,Aggregates,Aggregates,Aggregates,,
218,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2022,1424227339625.12,Aggregates,Aggregates,Aggregates,,
219,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2021,1198658549288.17,Aggregates,Aggregates,Aggregates,,
220,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2020,936662698819.106,Aggregates,Aggregates,Aggregates,,
221,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2019,1085524178892.61,Aggregates,Aggregates,Aggregates,,
222,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2018,1089617423095.18,Aggregates,Aggregates,Aggregates,,
223,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2017,1003747657243.92,Aggregates,Aggregates,Aggregates,,
224,XJ,Latin America & Caribbean (excluding high income),Exports of goods and services (current US$),2016,905040772407.131,Aggregates,Aggregates,Aggregates,,
225,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2024,1790225469740.7,Aggregates,Aggregates,Aggregates,,
226,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2023,1707132867630.36,Aggregates,Aggregates,Aggregates,,
227,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2022,1701091014171.34,Aggregates,Aggregates,Aggregates,,
228,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2021,1438756528332.89,Aggregates,Aggregates,Aggregates,,
229,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2020,1123729101615.62,Aggregates,Aggregates,Aggregates,,
230,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2019,1289106894758.04,Aggregates,Aggregates,Aggregates,,
231,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2018,1297752391221.69,Aggregates,Aggregates,Aggregates,,
232,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2017,1197181468067.06,Aggregates,Aggregates,Aggregates,,
233,T2,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),2016,1079389430515.84,Aggregates,Aggregates,Aggregates,,
234,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2024,330033241380.266,Aggregates,Aggregates,Aggregates,,
235,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2023,319043611920.65,Aggregates,Aggregates,Aggregates,,
